Nom,Prénom,Email,Numéro_Téléphone,Adresse,Date_de_naissance,Sexe,État_civil,Nationalité,Langues,Diplôme,Année_diplôme,Établissement,Expérience_professionnelle,Certifications,Compétences
FSSYG,LGXHN,5300E479@example.com,6211791000.0,3E7E13ED-F Street,1992-01-21,Femme,Divorcé(e),Française,"Anglais, Allemand",Licence,2001,Université Lyon,Développement de parcours clients adaptés aux préférences individuelles identifiées dans le Customer Journey.,Certification en marketing digital et stratégies de contenu.,Marketing
ZFRZE,CCAOD,0EB5DBD0@example.com,6198576000.0,C1966172-5 Street,1991-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Master,2012,Université Lyon,J'ai piloté la gouvernance des initiatives de développement durable au sein de l'entreprise.,Certification en gestion de projet Agile.,Gestion
JWBFL,QUBRT,5D576D24@example.com,6586600000.0,0C0CA651-6 Street,1995-01-21,Femme,Célibataire,Française,"Français, Anglais",Licence,2000,École Supérieure de Commerce,Gestion de campagnes de remarketing sur YouTube pour engager les utilisateurs ayant déjà interagi avec la marque.,Certification en marketing digital et stratégies de contenu.,Marketing
ANJBK,XHYWV,168C2092@example.com,6996957000.0,B015E71D-C Street,1991-01-21,Femme,Divorcé(e),Française,"Anglais, Allemand",Licence,2016,Université Lyon,Créer des offres personnalisées pour fidéliser les clients existants.,Certification en marketing digital et stratégies de contenu.,Marketing
QAISP,PBNOH,AC318A96@example.com,6549824000.0,0CB776BD-6 Street,2001-01-21,Autre,Marié(e),Anglaise,"Français, Anglais",BTS,2011,Université Lyon,J'ai mis en place des processus pour garantir la gestion financière conforme aux exigences légales.,Certification en gestion de projet Agile.,Gestion
GDMYY,NVHSA,CF3B8881@example.com,638718600.0,598A8431-D Street,1989-01-21,Femme,Célibataire,Espagnole,"Français, Anglais",Licence,2012,Université Lyon,Élaboration de stratégies pour accroître l'efficacité opérationnelle à travers l'innovation.,Certification en gestion de projet Agile.,Gestion
CVWUM,AIRPJ,CD9D1B6F@example.com,6897360000.0,FCBA5648-3 Street,1990-01-21,Femme,Divorcé(e),Espagnole,"Anglais, Allemand",Licence,2003,Université Lyon,J'ai mis en place des mécanismes pour surveiller l'exécution budgétaire en temps réel.,Certification en gestion de projet Agile.,Gestion
ZMQJY,OWYWF,5E208277@example.com,6363616000.0,2A3B4FAE-6 Street,1977-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",Licence,2006,École Supérieure de Commerce,"En tant que Product Owner, définition des exigences techniques et fonctionnelles pour le développement du produit.",Certification en gestion de projet Agile.,Gestion
PIAUZ,ICFNT,561A819F@example.com,6160035000.0,C4D83222-4 Street,1986-01-21,Homme,Divorcé(e),Française,"Français, Espagnol",BTS,2019,École Supérieure de Commerce,Développement d'outils pour simplifier l'analyse des données et la création de rapports pour les équipes métiers.,Certification en développement web et programmation Python.,Développement
YJYZD,VTYXY,6ECA2B1D@example.com,6695273000.0,22E0C1D5-4 Street,1985-01-21,Homme,Marié(e),Anglaise,"Français, Espagnol",Master,2003,Université Lyon,Création de pipelines de données pour le traitement par lots en utilisant des technologies comme Apache NiFi et Airflow.,Certification en développement web et programmation Python.,Développement
LPFVQ,ZPEGW,EDC87171@example.com,6601172000.0,CF41E8E7-2 Street,1996-01-21,Femme,Divorcé(e),Française,"Français, Espagnol",Master,2007,Université Paris,Implémentation d’outils digitaux pour automatiser et améliorer le Supply Chain Management.,Certification en gestion de projet Agile.,Gestion
KWLRP,BTCTE,601E90E0@example.com,6397262000.0,37434A03-7 Street,1975-01-21,Autre,Marié(e),Anglaise,"Français, Espagnol",BTS,2014,Université Lyon,Test de la robustesse des API en utilisant Postman pour garantir la stabilité sous charge.,Certification en développement web et programmation Python.,Développement
RVUPB,FUCQX,F9B8E38D@example.com,6970143000.0,7BFB3F85-0 Street,1976-01-21,Homme,Divorcé(e),Anglaise,"Français, Espagnol",BTS,2010,Université Paris,Développement logiciel agile basé sur des retours clients fréquents pour garantir la satisfaction.,Certification en développement web et programmation Python.,Développement
VJGNJ,UDMVD,0B9ADE08@example.com,6167163000.0,4DD648F4-1 Street,1974-01-21,Femme,Divorcé(e),Française,"Français, Anglais",Licence,2009,École Supérieure de Commerce,Mise en place de stratégies CRO pour les pages de blogs afin de transformer les lecteurs en abonnés ou acheteurs.,Certification en marketing digital et stratégies de contenu.,Marketing
NDUEC,DPBUF,D2225B28@example.com,6604964000.0,8EF14098-3 Street,2002-01-21,Homme,Célibataire,Espagnole,"Anglais, Allemand",Master,2014,École Supérieure de Commerce,Gestion de l'influence marketing sur YouTube pour promouvoir la marque auprès d'un large public.,Certification en marketing digital et stratégies de contenu.,Marketing
NFXUX,BOMQS,1C0A4C23@example.com,6102517000.0,204B541F-1 Street,1973-01-21,Autre,Marié(e),Anglaise,"Français, Anglais",Licence,2008,Université Lyon,Application du langage R pour analyser les sentiments dans des données textuelles.,Certification en développement web et programmation Python.,Développement
DFMPX,LXDUF,35870348@example.com,6785407000.0,7AAB8F91-6 Street,1976-01-21,Femme,Divorcé(e),Anglaise,"Français, Anglais",BTS,2019,Université Lyon,J'ai participé à l'administration des ressources matérielles de l'entreprise pour assurer leur disponibilité.,Certification en gestion de projet Agile.,Gestion
JTPCN,RQUCB,3075D84D@example.com,645293000.0,06550780-8 Street,2004-01-21,Autre,Marié(e),Française,"Français, Espagnol",BTS,2010,Université Paris,J'ai exercé un leadership dans la gestion d'une équipe de projet interfonctionnelle pour améliorer l'efficacité.,Certification en gestion de projet Agile.,Gestion
TIYAY,CBZUY,09FD8187@example.com,6764635000.0,3F8ACB3E-8 Street,1974-01-21,Autre,Marié(e),Anglaise,"Français, Anglais",Licence,2017,Université Lyon,Création de solutions décisionnelles en temps réel pour la gestion d’entreprise.,Certification en gestion de projet Agile.,Gestion
XDMLK,NJXSL,AED953FF@example.com,6773372000.0,FEE06342-E Street,1975-01-21,Autre,Marié(e),Française,"Français, Espagnol",Master,2014,Université Lyon,Développement de solutions de réplication des données dans des bases NoSQL.,Certification en développement web et programmation Python.,Développement
TTFJH,XITEH,2A3C76F2@example.com,6677515000.0,BEE6A777-B Street,2005-01-21,Autre,Marié(e),Espagnole,"Français, Espagnol",Master,2010,Université Paris,"En tant que Product Owner, gestion de la coordination entre les équipes de développement, QA et déploiement pour une mise en production fluide.",Certification en gestion de projet Agile.,Gestion
SQLSA,NWWHY,E6BA0A87@example.com,6389508000.0,32728A5A-8 Street,1997-01-21,Homme,Marié(e),Espagnole,"Anglais, Allemand",Master,2005,Université Lyon,J'ai amélioré la maintenabilité du code en appliquant des principes de refactoring tels que DRY (Don't Repeat Yourself).,Certification en développement web et programmation Python.,Développement
VADRQ,BLVXK,23CDF924@example.com,622282100.0,A67B3DDC-D Street,1983-01-21,Homme,Célibataire,Espagnole,"Français, Espagnol",Master,2020,Université Lyon,Optimisation continue des éléments UX/UI pour garantir une expérience optimale aux utilisateurs réguliers.,Certification en marketing digital et stratégies de contenu.,Marketing
PGEZC,MMTST,95729909@example.com,6189246000.0,15B5D6CB-B Street,2000-01-21,Autre,Divorcé(e),Anglaise,"Français, Espagnol",BTS,2009,Université Paris,Élaboration de modèles prédictifs dans le cadre du reporting financier stratégique.,Certification en gestion de projet Agile.,Gestion
HBBKU,XZVPL,08F33751@example.com,6249974000.0,A564F882-C Street,1982-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",BTS,2018,Université Lyon,Développement d’indicateurs clés de performance grâce à l’analyse décisionnelle.,Certification en gestion de projet Agile.,Gestion
LPRII,ICMCD,286B1B36@example.com,6608535000.0,E861AF78-3 Street,2000-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",Licence,2002,Université Lyon,"En tant que Scrum Master, j'ai coordonné et guidé l'équipe pour s'assurer de l'atteinte des objectifs du sprint.",Certification en gestion de projet Agile.,Gestion
WHQZA,MHBOF,3621A75E@example.com,6261784000.0,6E6F9E23-8 Street,1999-01-21,Femme,Célibataire,Française,"Français, Espagnol",Master,2016,Université Paris,Utilisation de sémaphores pour la coordination d'opérations asynchrones dans des environnements distribués.,Certification en développement web et programmation Python.,Développement
IHEEW,LGBUB,94ABE68A@example.com,6563872000.0,650CEC3F-1 Street,1980-01-21,Autre,Célibataire,Française,"Anglais, Allemand",Licence,2010,École Supérieure de Commerce,Tests d'intégration automatisés avec Selenium et API REST.,Certification en développement web et programmation Python.,Développement
AXCAP,BPUWI,4AF6BAD1@example.com,6423236000.0,FB0A8453-E Street,1968-01-21,Homme,Marié(e),Française,"Français, Anglais",Licence,2009,Université Paris,J'ai analysé les rapports SEO pour ajuster les campagnes marketing.,Certification en marketing digital et stratégies de contenu.,Marketing
SJMEI,GKHUQ,550F656D@example.com,6626706000.0,112B99BE-1 Street,1983-01-21,Femme,Célibataire,Française,"Français, Espagnol",Master,2012,Université Paris,Responsable de la gestion de la monnaie pour le financement des projets et des activités commerciales.,Certification en gestion de projet Agile.,Gestion
TOPUX,IMZXQ,64C9DC47@example.com,6413259000.0,58659653-E Street,1990-01-21,Homme,Marié(e),Française,"Anglais, Allemand",Licence,2001,Université Paris,Création de solutions de gestion de contenu dans le Cloud computing.,Certification en développement web et programmation Python.,Développement
PTHLL,JCNJN,816862A2@example.com,6372070000.0,039FC4EB-8 Street,1989-01-21,Autre,Divorcé(e),Française,"Français, Espagnol",Master,2003,École Supérieure de Commerce,Amélioration des performances des tests d'API en utilisant les fonctionnalités avancées de Postman.,Certification en développement web et programmation Python.,Développement
HVUBS,HCWTU,4E34B0A8@example.com,6556766000.0,66D906DD-9 Street,1992-01-21,Femme,Marié(e),Anglaise,"Français, Anglais",Licence,2016,Université Paris,J'ai utilisé mon leadership pour garantir un suivi rigoureux des objectifs et des délais de projet.,Certification en gestion de projet Agile.,Gestion
NWUFE,WSONW,C10FF8F1@example.com,6830197000.0,2C2D45F5-D Street,1994-01-21,Autre,Divorcé(e),Anglaise,"Français, Espagnol",BTS,2020,Université Lyon,Suivi des affaires en termes de productivité et d'efficacité des opérations.,Certification en gestion de projet Agile.,Gestion
YQQOU,PFLFP,E75746A9@example.com,6822759000.0,0CD234BF-3 Street,1995-01-21,Homme,Célibataire,Française,"Français, Anglais",Master,2014,Université Paris,Rédaction et gestion de publications sur Facebook pour renforcer l'image de marque.,Certification en marketing digital et stratégies de contenu.,Marketing
OOZSC,BBKZT,E77A85EA@example.com,6713986000.0,1A8EBC90-C Street,1994-01-21,Homme,Célibataire,Anglaise,"Français, Anglais",Licence,2007,Université Paris,Collaboration avec les équipes de test pour s’assurer que le codage respecte les critères de qualité.,Certification en développement web et programmation Python.,Développement
EZSDG,CNMUD,A602B817@example.com,6276943000.0,87477326-3 Street,2003-01-21,Autre,Marié(e),Française,"Français, Espagnol",Licence,2001,Université Paris,Mise en œuvre de solutions de sécurité pour les applications web en utilisant des normes SSL.,Certification en développement web et programmation Python.,Développement
HGXSE,OXVGO,F986EBC6@example.com,6274723000.0,66AD525A-B Street,1978-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Licence,2005,École Supérieure de Commerce,Coordination des départements financiers pour garantir une gestion efficace des ressources.,Certification en gestion de projet Agile.,Gestion
DPZBM,TYVKT,F5FD4ED8@example.com,6614837000.0,679FB407-8 Street,1987-01-21,Homme,Marié(e),Française,"Français, Anglais",BTS,2015,Université Lyon,Développement des affaires pour atteindre les objectifs financiers et commerciaux.,Certification en gestion de projet Agile.,Gestion
VLPLP,VRSRB,F04F6A36@example.com,6939522000.0,8896FB72-C Street,1992-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",Licence,2005,Université Lyon,Gestion des opérations dans un contexte de forte demande pour optimiser les délais de livraison et la gestion des ressources.,Certification en gestion de projet Agile.,Gestion
AMMYD,EQULT,C14F6362@example.com,6843413000.0,AF78A84E-D Street,1972-01-21,Autre,Marié(e),Anglaise,"Français, Anglais",Licence,2007,Université Paris,J'ai utilisé CSS pour créer des boutons interactifs et attractifs.,Certification en développement web et programmation Python.,Développement
YRIJH,PHJHV,207ACD14@example.com,6284920000.0,55E4F76E-F Street,1980-01-21,Homme,Marié(e),Française,"Français, Espagnol",Master,2020,École Supérieure de Commerce,Gestion des contrats fournisseurs avec un focus particulier sur la qualité et la rentabilité.,Certification en gestion de projet Agile.,Gestion
JMKUU,JYZDK,ABE19D9B@example.com,6194826000.0,712A1999-2 Street,1987-01-21,Femme,Divorcé(e),Anglaise,"Anglais, Allemand",Master,2005,École Supérieure de Commerce,Utilisation du langage R pour la gestion des données client et des tendances de consommation.,Certification en développement web et programmation Python.,Développement
NMVKU,ENQMT,48C79A33@example.com,6880525000.0,C179727C-5 Street,1990-01-21,Autre,Marié(e),Anglaise,"Français, Espagnol",Licence,2018,Université Paris,Création de contenus adaptés à la publicité display pour améliorer la visibilité des produits.,Certification en marketing digital et stratégies de contenu.,Marketing
AVYCE,LDKIN,20ABF6B1@example.com,6173693000.0,58F44584-C Street,1993-01-21,Homme,Marié(e),Française,"Français, Espagnol",Master,2014,Université Paris,J'ai refactorisé le système de gestion des erreurs pour le rendre plus robuste et éviter les échecs.,Certification en développement web et programmation Python.,Développement
ZDGFX,JLBDX,8904F1CD@example.com,6981196000.0,95077864-C Street,1998-01-21,Femme,Marié(e),Française,"Français, Anglais",BTS,2009,Université Paris,Mise en place de la gestion des utilisateurs avec Spring Boot et intégration de LDAP pour l'authentification.,Certification en développement web et programmation Python.,Développement
